repo	seed	author	commits	commitShare	lines	lineShare	gap	filesSampled	filesTotal	authorsTotal
lukeautry/tsoa	b	Jeffrey Lembeck	5	0.003243	19	0.001599	-0.001644	67	290	232
lukeautry/tsoa	b	Aurélien Bertron	1	0.000649	19	0.001599	0.000950	67	290	232
lukeautry/tsoa	b	rmendonca	1	0.000649	19	0.001599	0.000950	67	290	232
lukeautry/tsoa	b	Wolfgang Hobmaier	21	0.013619	18	0.001515	-0.012104	67	290	232
lukeautry/tsoa	b	fabripautasso	3	0.001946	16	0.001346	-0.000599	67	290	232
lukeautry/tsoa	b	Michael Scott-Nelson	3	0.001946	16	0.001346	-0.000599	67	290	232
lukeautry/tsoa	b	Mustapha Ben Chaaben	3	0.001946	16	0.001346	-0.000599	67	290	232
lukeautry/tsoa	b	Felix Gnass	3	0.001946	15	0.001262	-0.000683	67	290	232
lukeautry/tsoa	b	orgoro	2	0.001297	15	0.001262	-0.000035	67	290	232
lukeautry/tsoa	b	joni	6	0.003891	14	0.001178	-0.002713	67	290	232
lukeautry/tsoa	b	mhyeun	3	0.001946	14	0.001178	-0.000767	67	290	232
lukeautry/tsoa	b	Nick Shearer	1	0.000649	14	0.001178	0.000530	67	290	232
lukeautry/tsoa	b	Florian Rappl	1	0.000649	13	0.001094	0.000445	67	290	232
lukeautry/tsoa	b	Szymon Planeta	1	0.000649	13	0.001094	0.000445	67	290	232
lukeautry/tsoa	b	Wilker	1	0.000649	13	0.001094	0.000445	67	290	232
lukeautry/tsoa	b	Chi Ma	1	0.000649	12	0.001010	0.000361	67	290	232
lukeautry/tsoa	b	Jan Kaiser	1	0.000649	12	0.001010	0.000361	67	290	232
lukeautry/tsoa	b	Ryan Lee	18	0.011673	11	0.000926	-0.010747	67	290	232
lukeautry/tsoa	b	David Zeng	7	0.004540	11	0.000926	-0.003614	67	290	232
lukeautry/tsoa	b	Max Cantor	2	0.001297	11	0.000926	-0.000371	67	290	232
lukeautry/tsoa	b	Daniel Stříbrný	1	0.000649	11	0.000926	0.000277	67	290	232
lukeautry/tsoa	b	James Tharpe	1	0.000649	11	0.000926	0.000277	67	290	232
lukeautry/tsoa	b	dderevjanik	1	0.000649	10	0.000842	0.000193	67	290	232
lukeautry/tsoa	b	Hasyimi Bahrudin	1	0.000649	10	0.000842	0.000193	67	290	232
lukeautry/tsoa	b	Mathis Wiehl	1	0.000649	10	0.000842	0.000193	67	290	232
lukeautry/tsoa	b	Fahad A. Al Khaled	1	0.000649	10	0.000842	0.000193	67	290	232
lukeautry/tsoa	b	simon	29	0.018807	8	0.000673	-0.018134	67	290	232
lukeautry/tsoa	b	Ahmed Hekal	5	0.003243	8	0.000673	-0.002569	67	290	232
lukeautry/tsoa	b	Daniel M. Pomerantz	3	0.001946	8	0.000673	-0.001272	67	290	232
lukeautry/tsoa	b	Algirdas Grumuldis	3	0.001946	8	0.000673	-0.001272	67	290	232
lukeautry/tsoa	b	Lucas Rudd	2	0.001297	8	0.000673	-0.000624	67	290	232
lukeautry/tsoa	b	Jens	2	0.001297	8	0.000673	-0.000624	67	290	232
lukeautry/tsoa	b	anton-iskryzhytskyi	2	0.001297	7	0.000589	-0.000708	67	290	232
lukeautry/tsoa	b	Ellis Whitehead	2	0.001297	7	0.000589	-0.000708	67	290	232
lukeautry/tsoa	b	Simon La Personne	2	0.001297	7	0.000589	-0.000708	67	290	232
lukeautry/tsoa	b	marudor	1	0.000649	7	0.000589	-0.000059	67	290	232
lukeautry/tsoa	b	Simon Feiden	1	0.000649	7	0.000589	-0.000059	67	290	232
lukeautry/tsoa	b	Andrii Kozin	1	0.000649	7	0.000589	-0.000059	67	290	232
lukeautry/tsoa	b	egandro	4	0.002594	6	0.000505	-0.002089	67	290	232
lukeautry/tsoa	b	Harsh Pandey	3	0.001946	6	0.000505	-0.001441	67	290	232
lukeautry/tsoa	b	Sargis	2	0.001297	6	0.000505	-0.000792	67	290	232
lukeautry/tsoa	b	Tim Ruffles	2	0.001297	6	0.000505	-0.000792	67	290	232
lukeautry/tsoa	b	Mohammad-Ali A'RÂBI	1	0.000649	6	0.000505	-0.000144	67	290	232
lukeautry/tsoa	b	chaowlert	1	0.000649	6	0.000505	-0.000144	67	290	232
lukeautry/tsoa	b	Julian Fell	1	0.000649	6	0.000505	-0.000144	67	290	232
lukeautry/tsoa	b	Kannan Goundan	2	0.001297	5	0.000421	-0.000876	67	290	232
lukeautry/tsoa	b	miszczu-drako	1	0.000649	5	0.000421	-0.000228	67	290	232
lukeautry/tsoa	b	Mathias Falcon	7	0.004540	4	0.000337	-0.004203	67	290	232
lukeautry/tsoa	b	Michael Harrington	4	0.002594	4	0.000337	-0.002257	67	290	232
lukeautry/tsoa	b	Gustavo Landtreter	3	0.001946	4	0.000337	-0.001609	67	290	232
lukeautry/tsoa	b	Matthias Kunnen	3	0.001946	4	0.000337	-0.001609	67	290	232
lukeautry/tsoa	b	Ryan Goldstein	3	0.001946	4	0.000337	-0.001609	67	290	232
lukeautry/tsoa	b	zhangfisher	1	0.000649	4	0.000337	-0.000312	67	290	232
lukeautry/tsoa	b	0v3rst33r	1	0.000649	3	0.000252	-0.000396	67	290	232
lukeautry/tsoa	b	Christoph Burnicki	1	0.000649	3	0.000252	-0.000396	67	290	232
lukeautry/tsoa	b	Denis Vishniakov	1	0.000649	3	0.000252	-0.000396	67	290	232
lukeautry/tsoa	b	Tero Kujala	1	0.000649	3	0.000252	-0.000396	67	290	232
lukeautry/tsoa	b	louib	1	0.000649	3	0.000252	-0.000396	67	290	232
lukeautry/tsoa	b	Miguel Savignano	1	0.000649	3	0.000252	-0.000396	67	290	232
lukeautry/tsoa	b	HoldYourWaffle	15	0.009728	2	0.000168	-0.009559	67	290	232
lukeautry/tsoa	b	Vincent Clair	3	0.001946	2	0.000168	-0.001777	67	290	232
lukeautry/tsoa	b	Mubin Amerruddin	2	0.001297	2	0.000168	-0.001129	67	290	232
lukeautry/tsoa	b	Audun Wigum Arbo	1	0.000649	2	0.000168	-0.000480	67	290	232
lukeautry/tsoa	b	eug48	1	0.000649	2	0.000168	-0.000480	67	290	232
lukeautry/tsoa	b	Oliver Marienfeld	1	0.000649	2	0.000168	-0.000480	67	290	232
lukeautry/tsoa	b	Nate Cheng	1	0.000649	2	0.000168	-0.000480	67	290	232
lukeautry/tsoa	b	Vladimir	4	0.002594	1	0.000084	-0.002510	67	290	232
lukeautry/tsoa	b	fhewitt	4	0.002594	1	0.000084	-0.002510	67	290	232
lukeautry/tsoa	b	Alden Quimby	2	0.001297	1	0.000084	-0.001213	67	290	232
lukeautry/tsoa	b	Maciej Kopeć	2	0.001297	1	0.000084	-0.001213	67	290	232
lukeautry/tsoa	b	Andrii Mozharovskyi	1	0.000649	1	0.000084	-0.000564	67	290	232
lukeautry/tsoa	b	fortune	1	0.000649	1	0.000084	-0.000564	67	290	232
lukeautry/tsoa	b	Benjamin Buhler	1	0.000649	1	0.000084	-0.000564	67	290	232
lukeautry/tsoa	b	James Wigley	1	0.000649	1	0.000084	-0.000564	67	290	232
lukeautry/tsoa	b	Marcel Michelfelder	1	0.000649	1	0.000084	-0.000564	67	290	232
lukeautry/tsoa	b	Peter Müller	1	0.000649	1	0.000084	-0.000564	67	290	232
lukeautry/tsoa	b	Sandesh	1	0.000649	1	0.000084	-0.000564	67	290	232
lukeautry/tsoa	b	🐀 Rastislav Švarba	1	0.000649	1	0.000084	-0.000564	67	290	232
lukeautry/tsoa	b	dependabot[bot]	69	0.044747	0	0.000000	-0.044747	67	290	232
lukeautry/tsoa	b	Al Ganiev	6	0.003891	0	0.000000	-0.003891	67	290	232
lukeautry/tsoa	b	Marcel Link	4	0.002594	0	0.000000	-0.002594	67	290	232
lukeautry/tsoa	b	Philipp Katz	4	0.002594	0	0.000000	-0.002594	67	290	232
lukeautry/tsoa	b	Aiden Wallis	3	0.001946	0	0.000000	-0.001946	67	290	232
lukeautry/tsoa	b	Connor	3	0.001946	0	0.000000	-0.001946	67	290	232
lukeautry/tsoa	b	francesco	3	0.001946	0	0.000000	-0.001946	67	290	232
lukeautry/tsoa	b	0v3rst33r	2	0.001297	0	0.000000	-0.001297	67	290	232
lukeautry/tsoa	b	Amazing Turtle	2	0.001297	0	0.000000	-0.001297	67	290	232
lukeautry/tsoa	b	Charles Chan	2	0.001297	0	0.000000	-0.001297	67	290	232
lukeautry/tsoa	b	Christopher Fitzner	2	0.001297	0	0.000000	-0.001297	67	290	232
lukeautry/tsoa	b	David Poetzsch-Heffter	2	0.001297	0	0.000000	-0.001297	67	290	232
lukeautry/tsoa	b	itamarco	2	0.001297	0	0.000000	-0.001297	67	290	232
lukeautry/tsoa	b	Jerod King	2	0.001297	0	0.000000	-0.001297	67	290	232
lukeautry/tsoa	b	Jessica and Patricio	2	0.001297	0	0.000000	-0.001297	67	290	232
lukeautry/tsoa	b	Jonathan Erel	2	0.001297	0	0.000000	-0.001297	67	290	232
lukeautry/tsoa	b	Jule Marcoueille	2	0.001297	0	0.000000	-0.001297	67	290	232
lukeautry/tsoa	b	Lucian Buzzo	2	0.001297	0	0.000000	-0.001297	67	290	232
lukeautry/tsoa	b	marius-usvat	2	0.001297	0	0.000000	-0.001297	67	290	232
lukeautry/tsoa	b	Anton	2	0.001297	0	0.000000	-0.001297	67	290	232
lukeautry/tsoa	b	Patrick Clements	2	0.001297	0	0.000000	-0.001297	67	290	232
lukeautry/tsoa	b	Patrick Burrows	2	0.001297	0	0.000000	-0.001297	67	290	232
lukeautry/tsoa	b	Eric Lee	2	0.001297	0	0.000000	-0.001297	67	290	232
lukeautry/tsoa	b	Simon Tretter	2	0.001297	0	0.000000	-0.001297	67	290	232
lukeautry/tsoa	b	Stephen Taylor	2	0.001297	0	0.000000	-0.001297	67	290	232
lukeautry/tsoa	b	Christian Gonzalez	1	0.000649	0	0.000000	-0.000649	67	290	232
lukeautry/tsoa	b	Jack	1	0.000649	0	0.000000	-0.000649	67	290	232
lukeautry/tsoa	b	Parundeep Singh	1	0.000649	0	0.000000	-0.000649	67	290	232
lukeautry/tsoa	b	Oskar Baumann	1	0.000649	0	0.000000	-0.000649	67	290	232
lukeautry/tsoa	b	Shiou-Ju	1	0.000649	0	0.000000	-0.000649	67	290	232
lukeautry/tsoa	b	David Aktary	1	0.000649	0	0.000000	-0.000649	67	290	232
lukeautry/tsoa	b	Alex Chambers	1	0.000649	0	0.000000	-0.000649	67	290	232
lukeautry/tsoa	b	Andrew Benz	1	0.000649	0	0.000000	-0.000649	67	290	232
lukeautry/tsoa	b	Andrew Matheny	1	0.000649	0	0.000000	-0.000649	67	290	232
lukeautry/tsoa	b	Andrew Jacks	1	0.000649	0	0.000000	-0.000649	67	290	232
lukeautry/tsoa	b	AntoineABI	1	0.000649	0	0.000000	-0.000649	67	290	232
lukeautry/tsoa	b	Artem Rapoport	1	0.000649	0	0.000000	-0.000649	67	290	232
lukeautry/tsoa	b	Thomas Navennec	1	0.000649	0	0.000000	-0.000649	67	290	232
lukeautry/tsoa	b	Ben Wells	1	0.000649	0	0.000000	-0.000649	67	290	232
lukeautry/tsoa	b	Benjamin Buhler	1	0.000649	0	0.000000	-0.000649	67	290	232
lukeautry/tsoa	b	Benjamin Kniffler	1	0.000649	0	0.000000	-0.000649	67	290	232
lukeautry/tsoa	b	Brian Bauman	1	0.000649	0	0.000000	-0.000649	67	290	232
lukeautry/tsoa	b	Bruno de Queiroz	1	0.000649	0	0.000000	-0.000649	67	290	232
lukeautry/tsoa	b	Craig Bassett	1	0.000649	0	0.000000	-0.000649	67	290	232
lukeautry/tsoa	b	Clément Merlin	1	0.000649	0	0.000000	-0.000649	67	290	232
lukeautry/tsoa	b	Ian Copp	1	0.000649	0	0.000000	-0.000649	67	290	232
lukeautry/tsoa	b	Redlock	1	0.000649	0	0.000000	-0.000649	67	290	232
lukeautry/tsoa	b	Dave Leaver	1	0.000649	0	0.000000	-0.000649	67	290	232
lukeautry/tsoa	b	Kyle Galvin	1	0.000649	0	0.000000	-0.000649	67	290	232
lukeautry/tsoa	b	David Poetzsch-Heffter	1	0.000649	0	0.000000	-0.000649	67	290	232
lukeautry/tsoa	b	David	1	0.000649	0	0.000000	-0.000649	67	290	232
lukeautry/tsoa	b	Derek Rada	1	0.000649	0	0.000000	-0.000649	67	290	232
lukeautry/tsoa	b	Masanori Doizaki	1	0.000649	0	0.000000	-0.000649	67	290	232
lukeautry/tsoa	b	El Cas	1	0.000649	0	0.000000	-0.000649	67	290	232
lukeautry/tsoa	b	Ed Brannin	1	0.000649	0	0.000000	-0.000649	67	290	232
lukeautry/tsoa	b	Egor Manzhula	1	0.000649	0	0.000000	-0.000649	67	290	232
lukeautry/tsoa	b	Elay Gliksberg	1	0.000649	0	0.000000	-0.000649	67	290	232
lukeautry/tsoa	b	Eric Wooley	1	0.000649	0	0.000000	-0.000649	67	290	232
lukeautry/tsoa	b	Filip Seman	1	0.000649	0	0.000000	-0.000649	67	290	232
lukeautry/tsoa	b	Guillaume Grossetie	1	0.000649	0	0.000000	-0.000649	67	290	232
lukeautry/tsoa	b	Graham Plata	1	0.000649	0	0.000000	-0.000649	67	290	232
lukeautry/tsoa	b	Jan Reusch	1	0.000649	0	0.000000	-0.000649	67	290	232
lukeautry/tsoa	b	Jay Clark	1	0.000649	0	0.000000	-0.000649	67	290	232
lukeautry/tsoa	b	Jay A. Patel	1	0.000649	0	0.000000	-0.000649	67	290	232
lukeautry/tsoa	b	Jeremy Nagel	1	0.000649	0	0.000000	-0.000649	67	290	232
lukeautry/tsoa	b	joao	1	0.000649	0	0.000000	-0.000649	67	290	232
lukeautry/tsoa	b	John Cashmore	1	0.000649	0	0.000000	-0.000649	67	290	232
lukeautry/tsoa	b	jerome	1	0.000649	0	0.000000	-0.000649	67	290	232
lukeautry/tsoa	b	jstienne	1	0.000649	0	0.000000	-0.000649	67	290	232
lukeautry/tsoa	b	Pavel Kotov	1	0.000649	0	0.000000	-0.000649	67	290	232
lukeautry/tsoa	b	Lucas Costa	1	0.000649	0	0.000000	-0.000649	67	290	232
lukeautry/tsoa	b	Matthew Dean	1	0.000649	0	0.000000	-0.000649	67	290	232
lukeautry/tsoa	b	Matt Hersee	1	0.000649	0	0.000000	-0.000649	67	290	232
lukeautry/tsoa	b	lokmeinmatz	1	0.000649	0	0.000000	-0.000649	67	290	232
lukeautry/tsoa	b	Richard Honor	1	0.000649	0	0.000000	-0.000649	67	290	232
lukeautry/tsoa	b	Michał Mrozek	1	0.000649	0	0.000000	-0.000649	67	290	232
lukeautry/tsoa	b	Michael Beaumont	1	0.000649	0	0.000000	-0.000649	67	290	232
lukeautry/tsoa	b	Narayana Rengaswamy	1	0.000649	0	0.000000	-0.000649	67	290	232
lukeautry/tsoa	b	Paul Shippy	1	0.000649	0	0.000000	-0.000649	67	290	232
lukeautry/tsoa	b	Nicholas Peretti	1	0.000649	0	0.000000	-0.000649	67	290	232
lukeautry/tsoa	b	Rastislav Švarba	1	0.000649	0	0.000000	-0.000649	67	290	232
lukeautry/tsoa	b	Oskar	1	0.000649	0	0.000000	-0.000649	67	290	232
lukeautry/tsoa	b	Ronan Jouchet	1	0.000649	0	0.000000	-0.000649	67	290	232
lukeautry/tsoa	b	Ze-Hao Wang	1	0.000649	0	0.000000	-0.000649	67	290	232
lukeautry/tsoa	b	Sam Bernard	1	0.000649	0	0.000000	-0.000649	67	290	232
lukeautry/tsoa	b	Samy El Aridi	1	0.000649	0	0.000000	-0.000649	67	290	232
lukeautry/tsoa	b	Tamas	1	0.000649	0	0.000000	-0.000649	67	290	232
lukeautry/tsoa	b	Thibaud Desodt	1	0.000649	0	0.000000	-0.000649	67	290	232
lukeautry/tsoa	b	Trevor	1	0.000649	0	0.000000	-0.000649	67	290	232
lukeautry/tsoa	c	WoH	248	0.160830	500	0.119474	-0.041356	60	290	232
lukeautry/tsoa	c	Luke Autry	304	0.197147	404	0.096535	-0.100611	60	290	232
lukeautry/tsoa	c	Mathias Falcon	7	0.004540	367	0.087694	0.083155	60	290	232
lukeautry/tsoa	c	Clooooode	8	0.005188	307	0.073357	0.068169	60	290	232
lukeautry/tsoa	c	Isman Usoh	7	0.004540	238	0.056870	0.052330	60	290	232
lukeautry/tsoa	c	WoH	41	0.026589	213	0.050896	0.024307	60	290	232
lukeautry/tsoa	c	woh	21	0.013619	178	0.042533	0.028914	60	290	232
lukeautry/tsoa	c	Dan Greene	75	0.048638	168	0.040143	-0.008495	60	290	232
lukeautry/tsoa	c	Jeffrey Lembeck	5	0.003243	154	0.036798	0.033556	60	290	232
lukeautry/tsoa	c	Clooooode	77	0.049935	148	0.035364	-0.014571	60	290	232
lukeautry/tsoa	c	mrl5	6	0.003891	125	0.029869	0.025978	60	290	232
lukeautry/tsoa	c	Kriskit	20	0.012970	74	0.017682	0.004712	60	290	232
lukeautry/tsoa	c	Wolfgang Hobmaier	54	0.035019	71	0.016965	-0.018054	60	290	232
lukeautry/tsoa	c	simon	8	0.005188	71	0.016965	0.011777	60	290	232
lukeautry/tsoa	c	Francesco Zanitti	1	0.000649	66	0.015771	0.015122	60	290	232
lukeautry/tsoa	c	Kannan Goundan	2	0.001297	49	0.011708	0.010411	60	290	232
lukeautry/tsoa	c	Ivan	2	0.001297	45	0.010753	0.009456	60	290	232
lukeautry/tsoa	c	Tom Boothman	2	0.001297	44	0.010514	0.009217	60	290	232
lukeautry/tsoa	c	Djaka Pradana Jaya Priambudi	7	0.004540	43	0.010275	0.005735	60	290	232
lukeautry/tsoa	c	Blake	1	0.000649	42	0.010036	0.009387	60	290	232
lukeautry/tsoa	c	John Conley	6	0.003891	41	0.009797	0.005906	60	290	232
lukeautry/tsoa	c	Christopher Fitzner	4	0.002594	38	0.009080	0.006486	60	290	232
lukeautry/tsoa	c	Isman Usoh	20	0.012970	36	0.008602	-0.004368	60	290	232
lukeautry/tsoa	c	Braden Mars	11	0.007134	36	0.008602	0.001469	60	290	232
lukeautry/tsoa	c	pclements12	1	0.000649	32	0.007646	0.006998	60	290	232
lukeautry/tsoa	c	Scott Cooper	6	0.003891	31	0.007407	0.003516	60	290	232
lukeautry/tsoa	c	Frank Prößdorf	18	0.011673	30	0.007168	-0.004505	60	290	232
lukeautry/tsoa	c	Noam Okman	7	0.004540	29	0.006930	0.002390	60	290	232
lukeautry/tsoa	c	John Bayly	2	0.001297	29	0.006930	0.005632	60	290	232
lukeautry/tsoa	c	Mubin Amerruddin	2	0.001297	29	0.006930	0.005632	60	290	232
lukeautry/tsoa	c	Algirdas Grumuldis	3	0.001946	26	0.006213	0.004267	60	290	232
lukeautry/tsoa	c	Gijsdeman	2	0.001297	25	0.005974	0.004677	60	290	232
lukeautry/tsoa	c	Nándor Németh	12	0.007782	24	0.005735	-0.002047	60	290	232
lukeautry/tsoa	c	Stefan Ißmer	4	0.002594	24	0.005735	0.003141	60	290	232
lukeautry/tsoa	c	Audun Wigum Arbo	1	0.000649	24	0.005735	0.005086	60	290	232
lukeautry/tsoa	c	joni	6	0.003891	21	0.005018	0.001127	60	290	232
lukeautry/tsoa	c	Marcel Michelfelder	1	0.000649	19	0.004540	0.003892	60	290	232
lukeautry/tsoa	c	rmendonca	1	0.000649	19	0.004540	0.003892	60	290	232
lukeautry/tsoa	c	Josh Chappelow	19	0.012322	18	0.004301	-0.008021	60	290	232
lukeautry/tsoa	c	Gustavo Landtreter	3	0.001946	18	0.004301	0.002356	60	290	232
lukeautry/tsoa	c	Clooooode	3	0.001946	17	0.004062	0.002117	60	290	232
lukeautry/tsoa	c	Santeri Elo	3	0.001946	17	0.004062	0.002117	60	290	232
lukeautry/tsoa	c	simon	29	0.018807	15	0.003584	-0.015223	60	290	232
lukeautry/tsoa	c	Ravi van Rooijen	15	0.009728	15	0.003584	-0.006143	60	290	232
lukeautry/tsoa	c	Michael Scott-Nelson	3	0.001946	15	0.003584	0.001639	60	290	232
lukeautry/tsoa	c	Ryan Keener	3	0.001946	15	0.003584	0.001639	60	290	232
lukeautry/tsoa	c	Ahmed Hekal	5	0.003243	14	0.003345	0.000103	60	290	232
lukeautry/tsoa	c	Daniel Seijo	1	0.000649	14	0.003345	0.002697	60	290	232
lukeautry/tsoa	c	orgoro	2	0.001297	13	0.003106	0.001809	60	290	232
lukeautry/tsoa	c	Christian Friedow	8	0.005188	12	0.002867	-0.002321	60	290	232
lukeautry/tsoa	c	Christopher Fitzner	3	0.001946	10	0.002389	0.000444	60	290	232
lukeautry/tsoa	c	Jens	2	0.001297	10	0.002389	0.001092	60	290	232
lukeautry/tsoa	c	Mustapha Ben Chaaben	3	0.001946	9	0.002151	0.000205	60	290	232
lukeautry/tsoa	c	Matthew Dean	1	0.000649	9	0.002151	0.001502	60	290	232
lukeautry/tsoa	c	k.bagrov	5	0.003243	8	0.001912	-0.001331	60	290	232
lukeautry/tsoa	c	Nick Shearer	1	0.000649	8	0.001912	0.001263	60	290	232
lukeautry/tsoa	c	Simon Feiden	1	0.000649	7	0.001673	0.001024	60	290	232
lukeautry/tsoa	c	Tim Ruffles	2	0.001297	6	0.001434	0.000137	60	290	232
lukeautry/tsoa	c	Mohammad-Ali A'RÂBI	1	0.000649	6	0.001434	0.000785	60	290	232
lukeautry/tsoa	c	Filip Seman	1	0.000649	6	0.001434	0.000785	60	290	232
lukeautry/tsoa	c	Petr Kubes	6	0.003891	5	0.001195	-0.002696	60	290	232
lukeautry/tsoa	c	Shaun Mason	5	0.003243	5	0.001195	-0.002048	60	290	232
lukeautry/tsoa	c	Dmytro Borysovskyi	4	0.002594	5	0.001195	-0.001399	60	290	232
lukeautry/tsoa	c	Roy Kakkenberg	2	0.001297	5	0.001195	-0.000102	60	290	232
lukeautry/tsoa	c	miszczu-drako	1	0.000649	5	0.001195	0.000546	60	290	232
lukeautry/tsoa	c	Michael Harrington	4	0.002594	4	0.000956	-0.001638	60	290	232
lukeautry/tsoa	c	Matthias Kunnen	3	0.001946	4	0.000956	-0.000990	60	290	232
lukeautry/tsoa	c	Josh Chappelow	2	0.001297	4	0.000956	-0.000341	60	290	232
lukeautry/tsoa	c	Artem Rapoport	1	0.000649	4	0.000956	0.000307	60	290	232
lukeautry/tsoa	c	Ze-Hao Wang	1	0.000649	4	0.000956	0.000307	60	290	232
lukeautry/tsoa	c	zhangfisher	1	0.000649	4	0.000956	0.000307	60	290	232
lukeautry/tsoa	c	andreasrueedlinger	3	0.001946	3	0.000717	-0.001229	60	290	232
lukeautry/tsoa	c	0v3rst33r	2	0.001297	3	0.000717	-0.000580	60	290	232
lukeautry/tsoa	c	Charles Chan	2	0.001297	3	0.000717	-0.000580	60	290	232
lukeautry/tsoa	c	Christoph Burnicki	1	0.000649	3	0.000717	0.000068	60	290	232
lukeautry/tsoa	c	Denis Vishniakov	1	0.000649	3	0.000717	0.000068	60	290	232
lukeautry/tsoa	c	fortune	1	0.000649	3	0.000717	0.000068	60	290	232
lukeautry/tsoa	c	Alden Quimby	8	0.005188	2	0.000478	-0.004710	60	290	232
lukeautry/tsoa	c	Mark Nevill	6	0.003891	2	0.000478	-0.003413	60	290	232
lukeautry/tsoa	c	Aiden Wallis	3	0.001946	2	0.000478	-0.001468	60	290	232
lukeautry/tsoa	c	francesco	3	0.001946	2	0.000478	-0.001468	60	290	232
lukeautry/tsoa	c	mhyeun	3	0.001946	2	0.000478	-0.001468	60	290	232
lukeautry/tsoa	c	Anton	2	0.001297	2	0.000478	-0.000819	60	290	232
lukeautry/tsoa	c	0v3rst33r	1	0.000649	2	0.000478	-0.000171	60	290	232
lukeautry/tsoa	c	Christian Gonzalez	1	0.000649	2	0.000478	-0.000171	60	290	232
lukeautry/tsoa	c	Audun Wigum Arbo	1	0.000649	2	0.000478	-0.000171	60	290	232
lukeautry/tsoa	c	Chi Ma	1	0.000649	2	0.000478	-0.000171	60	290	232
lukeautry/tsoa	c	Daniel Stříbrný	1	0.000649	2	0.000478	-0.000171	60	290	232
lukeautry/tsoa	c	Jan Kaiser	1	0.000649	2	0.000478	-0.000171	60	290	232
lukeautry/tsoa	c	dependabot[bot]	69	0.044747	1	0.000239	-0.044508	60	290	232
lukeautry/tsoa	c	Vincent van der Weele	10	0.006485	1	0.000239	-0.006246	60	290	232
lukeautry/tsoa	c	Alex Ward	9	0.005837	1	0.000239	-0.005598	60	290	232
lukeautry/tsoa	c	Harsh Pandey	3	0.001946	1	0.000239	-0.001707	60	290	232
lukeautry/tsoa	c	Alden Quimby	2	0.001297	1	0.000239	-0.001058	60	290	232
lukeautry/tsoa	c	Simon La Personne	2	0.001297	1	0.000239	-0.001058	60	290	232
lukeautry/tsoa	c	Benjamin Buhler	1	0.000649	1	0.000239	-0.000410	60	290	232
lukeautry/tsoa	c	Jeremy Nagel	1	0.000649	1	0.000239	-0.000410	60	290	232
lukeautry/tsoa	c	Michael Beaumont	1	0.000649	1	0.000239	-0.000410	60	290	232
lukeautry/tsoa	c	Sandesh	1	0.000649	1	0.000239	-0.000410	60	290	232
lukeautry/tsoa	c	Sam Bernard	1	0.000649	1	0.000239	-0.000410	60	290	232
lukeautry/tsoa	c	Wilker	1	0.000649	1	0.000239	-0.000410	60	290	232
lukeautry/tsoa	c	Valentin Touffet	23	0.014916	0	0.000000	-0.014916	60	290	232
lukeautry/tsoa	c	Ryan Lee	18	0.011673	0	0.000000	-0.011673	60	290	232
lukeautry/tsoa	c	David Zeng	7	0.004540	0	0.000000	-0.004540	60	290	232
lukeautry/tsoa	c	Al Ganiev	6	0.003891	0	0.000000	-0.003891	60	290	232
lukeautry/tsoa	c	pauliyobo	6	0.003891	0	0.000000	-0.003891	60	290	232
lukeautry/tsoa	c	Vladimir Zotov	4	0.002594	0	0.000000	-0.002594	60	290	232
lukeautry/tsoa	c	Dominykas Valutis	4	0.002594	0	0.000000	-0.002594	60	290	232
lukeautry/tsoa	c	egandro	4	0.002594	0	0.000000	-0.002594	60	290	232
lukeautry/tsoa	c	fhewitt	4	0.002594	0	0.000000	-0.002594	60	290	232
lukeautry/tsoa	c	jokj624	4	0.002594	0	0.000000	-0.002594	60	290	232
lukeautry/tsoa	c	kchobantonov	4	0.002594	0	0.000000	-0.002594	60	290	232
lukeautry/tsoa	c	Marcel Link	4	0.002594	0	0.000000	-0.002594	60	290	232
lukeautry/tsoa	c	Philipp Katz	4	0.002594	0	0.000000	-0.002594	60	290	232
lukeautry/tsoa	c	Daniel M. Pomerantz	3	0.001946	0	0.000000	-0.001946	60	290	232
lukeautry/tsoa	c	Connor	3	0.001946	0	0.000000	-0.001946	60	290	232
lukeautry/tsoa	c	Valentin T	3	0.001946	0	0.000000	-0.001946	60	290	232
lukeautry/tsoa	c	fabripautasso	3	0.001946	0	0.000000	-0.001946	60	290	232
lukeautry/tsoa	c	Felix Gnass	3	0.001946	0	0.000000	-0.001946	60	290	232
lukeautry/tsoa	c	Nathan Vecchiarelli	3	0.001946	0	0.000000	-0.001946	60	290	232
lukeautry/tsoa	c	Ryan Goldstein	3	0.001946	0	0.000000	-0.001946	60	290	232
lukeautry/tsoa	c	Vincent Clair	3	0.001946	0	0.000000	-0.001946	60	290	232
lukeautry/tsoa	c	anton-iskryzhytskyi	2	0.001297	0	0.000000	-0.001297	60	290	232
lukeautry/tsoa	c	martialt	2	0.001297	0	0.000000	-0.001297	60	290	232
lukeautry/tsoa	c	Alexey Pelykh	2	0.001297	0	0.000000	-0.001297	60	290	232
lukeautry/tsoa	c	Amazing Turtle	2	0.001297	0	0.000000	-0.001297	60	290	232
lukeautry/tsoa	c	Christopher Fitzner	2	0.001297	0	0.000000	-0.001297	60	290	232
lukeautry/tsoa	c	David Poetzsch-Heffter	2	0.001297	0	0.000000	-0.001297	60	290	232
lukeautry/tsoa	c	Derek Rada	2	0.001297	0	0.000000	-0.001297	60	290	232
